accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename
0000817135-13-000021,817135,"Alliance HealthCare Services, Inc (CIK 0000817135)",,2013CREDITAGREEMENT,10-Q,EX-10.22,https://www.sec.gov/Archives/edgar/data/817135/000081713513000021/creditagreementimport.htm,2013-08-07,2013-817135-0000817135-13-000021-creditagreementimport.htm
0001104659-13-087285,1230276,"Pandora Media, Inc. (CIK 0001230276)",,EX-10.15,10-Q,EX-10.15,https://www.sec.gov/Archives/edgar/data/1230276/000110465913087285/a13-20685_1ex10d15.htm,2013-11-27,2013-1230276-0001104659-13-087285-a13-20685_1ex10d15.htm
0001104659-13-083347,912183,CUBIST PHARMACEUTICALS INC (CIK 0000912183),,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/912183/000110465913083347/a13-19490_1ex10d2.htm,2013-11-12,2013-912183-0001104659-13-083347-a13-19490_1ex10d2.htm
0001306830-13-000130,1306830,Celanese Corp (CE) (CIK 0001306830),CE,EXHIBIT 10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1306830/000130683013000130/ex105-3q13.htm,2013-10-21,2013-1306830-0001306830-13-000130-ex105-3q13.htm
0001140361-13-031159,1171662,TRIPLE-S MANAGEMENT CORP (CIK 0001171662),,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1171662/000114036113031159/ex10_1.htm,2013-08-08,2013-1171662-0001140361-13-031159-ex10_1.htm
0001193125-13-438254,31235,EASTMAN KODAK CO (KODK) (CIK 0000031235),KODK,EX-10.8,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/31235/000119312513438254/d613176dex108.htm,2013-11-12,2013-31235-0001193125-13-438254-d613176dex108.htm
0001104659-13-017619,1358651,"Neiman Marcus, Inc. (CIK 0001358651)",,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1358651/000110465913017619/a12-29685_1ex10d3.htm,2013-03-06,2013-1358651-0001104659-13-017619-a12-29685_1ex10d3.htm
0001401521-13-000019,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,EXHIBIT ASSUMPTION AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1401521/000140152113000019/exh101assumptionagreement2.htm,2013-05-08,2013-1401521-0001401521-13-000019-exh101assumptionagreement2.htm
0000078239-13-000028,78239,PVH CORP. /DE/ (PVH) (CIK 0000078239),PVH,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/78239/000007823913000028/ex10120131q10q.htm,2013-06-13,2013-78239-0000078239-13-000028-ex10120131q10q.htm
0001393744-13-000003,1393744,"EnergySolutions, Inc. (CIK 0001393744)",,AMENDMENT NO. 3 CREDIT AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1393744/000139374413000003/ex101amendmentno3.htm,2013-11-12,2013-1393744-0001393744-13-000003-ex101amendmentno3.htm
0001548621-13-000005,1548621,"NPC Restaurant Holdings, LLC (CIK 0001548621)",,"AMENDMENT NO. 3 TO CREDIT AGREEMENT, DATED AS OF NOVEMBER 21, 2012",10-K,EX-10.21,https://www.sec.gov/Archives/edgar/data/1548621/000154862113000005/exhibit1021.htm,2013-03-08,2013-1548621-0001548621-13-000005-exhibit1021.htm
0000003499-13-000006,3499,ALEXANDERS INC (ALX) (CIK 0000003499),ALX,EXHIBIT 10.53,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/3499/000000349913000006/exhibit1053.htm,2013-02-26,2013-3499-0000003499-13-000006-exhibit1053.htm
0001193125-13-438254,31235,EASTMAN KODAK CO (KODK) (CIK 0000031235),KODK,EX-10.6,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/31235/000119312513438254/d613176dex106.htm,2013-11-12,2013-31235-0001193125-13-438254-d613176dex106.htm
0001476204-13-000032,1476204,Phillips Edison - ARC Shopping Center REIT Inc. (PECO) (CIK 0001476204),PECO,REVOLVING LOAN AGREEMENT,10-K,EX-10.23,https://www.sec.gov/Archives/edgar/data/1476204/000147620413000032/Exhibit_10_23.htm,2013-03-07,2013-1476204-0001476204-13-000032-Exhibit_10_23.htm
0000036047-13-000052,36047,"CORELOGIC, INC. (CIK 0000036047)",,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/36047/000003604713000052/clgx-93013xex101.htm,2013-10-25,2013-36047-0000036047-13-000052-clgx-93013xex101.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,"HCI GROUP, INC. 2012 OMNIBUS INCENTIVE PLAN",10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex105.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex105.htm
0000040729-13-000020,40729,Ally Financial Inc. (ALLY) (CIK 0000040729),ALLY,PLAN SUPPORT AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/40729/000004072913000020/exhibit101allyfiledpsa.htm,2013-08-02,2013-40729-0000040729-13-000020-exhibit101allyfiledpsa.htm
0001411059-13-000022,1411059,"KBS Real Estate Investment Trust II, Inc. (CIK 0001411059)",KBRS,LOAN AGREEMENT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1411059/000141105913000022/kbsriiq12013exhibit102.htm,2013-05-13,2013-1411059-0001411059-13-000022-kbsriiq12013exhibit102.htm
0001487730-13-000007,1487730,"Spectrum Brands Holdings, Inc. (CIK 0001487730)",,EXHIBIT,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1487730/000148773013000007/exhibiit_10-4.htm,2013-02-08,2013-1487730-0001487730-13-000007-exhibiit_10-4.htm
0001304280-13-000031,1304280,Novelis Inc. (CIK 0001304280),,EX-10.1TERMLOANAMENDNO3,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1304280/000130428013000031/nvl-tlamendno3xe101.htm,2013-08-12,2013-1304280-0001304280-13-000031-nvl-tlamendno3xe101.htm
0001193125-13-046126,354190,GALLAGHER ARTHUR J & CO (AJG) (CIK 0000354190),AJG,THE ARTHUR J. GALLAGHER & CO. SUPPLEMENTAL SAVINGS AND THRIFT PLAN,10-K,EX-10.15,https://www.sec.gov/Archives/edgar/data/354190/000119312513046126/d460219dex1015.htm,2013-02-08,2013-354190-0001193125-13-046126-d460219dex1015.htm
0001193125-13-192735,354190,GALLAGHER ARTHUR J & CO (AJG) (CIK 0000354190),AJG,EX-10.16,10-Q,EX-10.16,https://www.sec.gov/Archives/edgar/data/354190/000119312513192735/d521719dex1016.htm,2013-05-01,2013-354190-0001193125-13-192735-d521719dex1016.htm
0001062993-13-001251,1210294,CRAILAR TECHNOLOGIES INC (CIK 0001210294),,EXHIBIT 10.21,10-K,EX-10.21,https://www.sec.gov/Archives/edgar/data/1210294/000106299313001251/exhibit10-21.htm,2013-03-18,2013-1210294-0001062993-13-001251-exhibit10-21.htm
0001193125-13-233421,1564902,"SeaWorld Entertainment, Inc. (PRKS) (CIK 0001564902)",PRKS,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1564902/000119312513233421/d492780dex101.htm,2013-05-23,2013-1564902-0001193125-13-233421-d492780dex101.htm
0001047469-13-003591,1308711,"Behringer Harvard Opportunity REIT I, Inc. (CIK 0001308711)",,EX-10.2,10-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/1308711/000104746913003591/a2213978zex-10_2.htm,2013-03-28,2013-1308711-0001047469-13-003591-a2213978zex-10_2.htm
0001193125-13-083986,1179755,ENDURANCE SPECIALTY HOLDINGS LTD (CIK 0001179755),,EX-10.20,10-K,EX-10.20,https://www.sec.gov/Archives/edgar/data/1179755/000119312513083986/d491455dex1020.htm,2013-02-28,2013-1179755-0001193125-13-083986-d491455dex1020.htm
0000356213-13-000043,356213,PINNACLE ENTERTAINMENT INC. (CIK 0000356213),,EXHIBIT,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/356213/000035621313000043/exhibit108109302013.htm,2013-11-12,2013-356213-0000356213-13-000043-exhibit108109302013.htm
0001193125-13-084882,1530804,Tronox Ltd (TROX) (CIK 0001530804),TROX,EX-10.12,10-K,EX-10.12,https://www.sec.gov/Archives/edgar/data/1530804/000119312513084882/d447216dex1012.htm,2013-02-28,2013-1530804-0001193125-13-084882-d447216dex1012.htm
0001534504-13-000018,1534504,PBF Energy Inc. (PBF) (CIK 0001534504),PBF,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1534504/000153450413000018/exhibit102pbf-dcrcxinvento.htm,2013-08-08,2013-1534504-0001534504-13-000018-exhibit102pbf-dcrcxinvento.htm
0001534504-13-000018,1534504,PBF Energy Inc. (PBF) (CIK 0001534504),PBF,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1534504/000153450413000018/exhibit101pbf-prcxinventor.htm,2013-08-08,2013-1534504-0001534504-13-000018-exhibit101pbf-prcxinventor.htm
0001104659-13-021120,740670,MICHAELS STORES INC (CIK 0000740670),,EX-10.29,10-K,EX-10.29,https://www.sec.gov/Archives/edgar/data/740670/000110465913021120/a12-28487_1ex10d29.htm,2013-03-15,2013-740670-0001104659-13-021120-a12-28487_1ex10d29.htm
0000802967-13-000015,802967,"ASSOCIATED MATERIALS, LLC (CIK 0000802967)",,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/802967/000080296713000015/side-33013xex101.htm,2013-05-10,2013-802967-0000802967-13-000015-side-33013xex101.htm
0000842633-13-000097,842633,TRIMAS CORP (TRS) (CIK 0000842633),TRS,EX-10.8,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/842633/000084263313000097/trs-033113xexh108.htm,2013-04-25,2013-842633-0000842633-13-000097-trs-033113xexh108.htm
0001193125-13-438254,31235,EASTMAN KODAK CO (KODK) (CIK 0000031235),KODK,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/31235/000119312513438254/d613176dex103.htm,2013-11-12,2013-31235-0001193125-13-438254-d613176dex103.htm
0001473078-13-000003,1473078,Chesapeake Lodging Trust (CIK 0001473078),,EXHIBIT 10.24,10-K,EX-10.24,https://www.sec.gov/Archives/edgar/data/1473078/000147307813000003/chsp-20121231xex1024.htm,2013-02-21,2013-1473078-0001473078-13-000003-chsp-20121231xex1024.htm
0001140536-13-000004,1140536,WILLIS GROUP HOLDINGS PLC (WTW) (CIK 0001140536),WTW,AMENDED AND RESTATED SHAREHOLDERS' AGREEMENT FOR GRAS SAVOYE,10-Q,EX-10.60,https://www.sec.gov/Archives/edgar/data/1140536/000114053613000004/exhibit1060.htm,2013-05-08,2013-1140536-0001140536-13-000004-exhibit1060.htm
0001398987-13-000065,1355001,REALOGY GROUP LLC (CIK 0001355001),,AMENDED AND RESTATED CREDIT AGREEMENT,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1355001/000139898713000065/ex104.htm,2013-05-01,2013-1355001-0001398987-13-000065-ex104.htm
0001193125-13-199122,23795,"CONSOLIDATED TOMOKA LAND CO (CTO, CTO-PA) (CIK 0000023795)",CTO,LOAN  AGREEMENT,10-Q,EX-10.35,https://www.sec.gov/Archives/edgar/data/23795/000119312513199122/d511482dex1035.htm,2013-05-03,2013-23795-0001193125-13-199122-d511482dex1035.htm
0001394159-13-000143,1394159,"Orbitz Worldwide, Inc. (CIK 0001394159)",,EXHIBIT 10.2 2013 CREDIT AGREEMENT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1394159/000139415913000143/q113exhibit102.htm,2013-05-09,2013-1394159-0001394159-13-000143-q113exhibit102.htm
0001193125-13-210678,105319,WEIGHT WATCHERS INTERNATIONAL INC (WW) (CIK 0000105319),WW,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/105319/000119312513210678/d508849dex101.htm,2013-05-09,2013-105319-0001193125-13-210678-d508849dex101.htm
0001204560-13-000134,1204560,"MPG Office Trust, Inc. (CIK 0001204560)",,EXHIBIT 10.48,10-K/A,EX-10.48,https://www.sec.gov/Archives/edgar/data/1204560/000120456013000134/mpg2012123110-kaex1048.htm,2013-07-26,2013-1204560-0001204560-13-000134-mpg2012123110-kaex1048.htm
0001445305-13-000507,1169264,SYNIVERSE HOLDINGS INC (CIK 0001169264),,EXHIBIT,10-K,EX-10.18,https://www.sec.gov/Archives/edgar/data/1169264/000144530513000507/svr-123112xex1018.htm,2013-03-06,2013-1169264-0001445305-13-000507-svr-123112xex1018.htm
0001169264-13-000022,1169264,SYNIVERSE HOLDINGS INC (CIK 0001169264),,EXHIBIT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1169264/000116926413000022/svr-63013xex103.htm,2013-08-14,2013-1169264-0001169264-13-000022-svr-63013xex103.htm
0001104659-13-021120,740670,MICHAELS STORES INC (CIK 0000740670),,EX-10.21,10-K,EX-10.21,https://www.sec.gov/Archives/edgar/data/740670/000110465913021120/a12-28487_1ex10d21.htm,2013-03-15,2013-740670-0001104659-13-021120-a12-28487_1ex10d21.htm
0001204560-13-000017,1204560,"MPG Office Trust, Inc. (CIK 0001204560)",,EXHIBIT 10.48,10-K,EX-10.48,https://www.sec.gov/Archives/edgar/data/1204560/000120456013000017/mpg2012123110kex1048.htm,2013-03-18,2013-1204560-0001204560-13-000017-mpg2012123110kex1048.htm
0001193125-13-084203,1361394,"Affinion Group, Inc. (CIK 0001361394)",,AMENDMENT NO. 1 TO THE AMENDED AND RESTATED CREDIT AGREEMENT,10-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/1361394/000119312513084203/d445761dex102.htm,2013-02-28,2013-1361394-0001193125-13-084203-d445761dex102.htm
0001169264-13-000022,1169264,SYNIVERSE HOLDINGS INC (CIK 0001169264),,EXHIBIT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1169264/000116926413000022/svr-63013xex102.htm,2013-08-14,2013-1169264-0001169264-13-000022-svr-63013xex102.htm
0001047469-13-005831,714311,INTERNATIONAL LEASE FINANCE CORP (CIK 0000714311),,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/714311/000104746913005831/a2215016zex-10_2.htm,2013-05-10,2013-714311-0001047469-13-005831-a2215016zex-10_2.htm
0001047469-13-000878,765880,"HCP, INC. (DOC) (CIK 0000765880)",DOC,EX-10.40,10-K,EX-10.40,https://www.sec.gov/Archives/edgar/data/765880/000104746913000878/a2212749zex-10_40.htm,2013-02-12,2013-765880-0001047469-13-000878-a2212749zex-10_40.htm
0001001604-13-000016,1001604,EMERITUS CORP\WA\ (CIK 0001001604),,EX 10.78.09 HCP MASTER LEASE,10-K,EX-10.78.09,https://www.sec.gov/Archives/edgar/data/1001604/000100160413000016/ex107809masterlease.htm,2013-03-04,2013-1001604-0001001604-13-000016-ex107809masterlease.htm
