accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename
0001159154-09-000008,1159154,REPUBLIC AIRWAYS HOLDINGS INC (CIK 0001159154),,AIRLINE SERVICES AGREEMENT WITH MOKULELE AIRLINES,10-K,EX-10.63(A),https://www.sec.gov/Archives/edgar/data/1159154/000115915409000008/exhibit10_63a.htm,2009-03-16,2009-1159154-0001159154-09-000008-exhibit10_63a.htm
0000950123-09-057694,1137048,ODYSSEY RE HOLDINGS CORP (CIK 0001137048),,EXHIBIT 10.34,10-Q,EX-10.34,https://www.sec.gov/Archives/edgar/data/1137048/000095012309057694/o57685exv10w34.htm,2009-11-04,2009-1137048-0000950123-09-057694-o57685exv10w34.htm
0001144204-09-057332,1067419,MISSION WEST PROPERTIES INC (CIK 0001067419),,,10-Q,EX-10.56.4,https://www.sec.gov/Archives/edgar/data/1067419/000114420409057332/v164980_ex10-56x4.htm,2009-11-09,2009-1067419-0001144204-09-057332-v164980_ex10-56x4.htm
0001159154-09-000008,1159154,REPUBLIC AIRWAYS HOLDINGS INC (CIK 0001159154),,AMENDED AND RESTATED SENIOR CREDIT AGREEMENT MIDWEST AIRLINES,10-K,EX-10.62(A),https://www.sec.gov/Archives/edgar/data/1159154/000115915409000008/exhibit10_62a.htm,2009-03-16,2009-1159154-0001159154-09-000008-exhibit10_62a.htm
0001193125-09-013089,1137778,WCI COMMUNITIES INC (CIK 0001137778),,"DEBTOR-IN-POSSESSION CREDIT AGREEMENT DATED AS OF SEPTEMBER 24, 2008",10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1137778/000119312509013089/dex101.htm,2009-01-28,2009-1137778-0001193125-09-013089-dex101.htm
0001193125-09-222190,1138951,LEAPFROG ENTERPRISES INC (CIK 0001138951),,AMENDED AND RESTATED LOAN AND SECURITY AGREEMENT,10-Q,EX-10.02,https://www.sec.gov/Archives/edgar/data/1138951/000119312509222190/dex1002.htm,2009-11-03,2009-1138951-0001193125-09-222190-dex1002.htm
0000930413-09-004053,875159,XL CAPITAL LTD (CIK 0000875159),,,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/875159/000093041309004053/c58383_ex10-4.htm,2009-08-06,2009-875159-0000930413-09-004053-c58383_ex10-4.htm
0000930413-09-004053,875159,XL CAPITAL LTD (CIK 0000875159),,,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/875159/000093041309004053/c58383_ex10-1.htm,2009-08-06,2009-875159-0000930413-09-004053-c58383_ex10-1.htm
0001047469-09-001926,1289490,Extra Space Storage Inc. (EXR) (CIK 0001289490),EXR,EX-10.34,10-K,EX-10.34,https://www.sec.gov/Archives/edgar/data/1289490/000104746909001926/a2190987zex-10_34.htm,2009-02-27,2009-1289490-0001047469-09-001926-a2190987zex-10_34.htm
0001193125-09-053838,1324272,"Ruths Hospitality Group, Inc. (CIK 0001324272)",RUTH,FIRST AMENDED AND RESTATED CREDIT AGREEMENT,10-K,EX-10.28,https://www.sec.gov/Archives/edgar/data/1324272/000119312509053838/dex1028.htm,2009-03-13,2009-1324272-0001193125-09-053838-dex1028.htm
0001140361-09-011463,800459,HARMAN INTERNATIONAL INDUSTRIES INC /DE/ (CIK 0000800459),,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/800459/000114036109011463/ex10_1.htm,2009-05-08,2009-800459-0001140361-09-011463-ex10_1.htm
0001104659-09-037248,910560,AFFINITY GROUP INC (CIK 0000910560),,EX-10.32,10-K,EX-10.32,https://www.sec.gov/Archives/edgar/data/910560/000110465909037248/a09-1319_1ex10d32.htm,2009-06-08,2009-910560-0001104659-09-037248-a09-1319_1ex10d32.htm
0001104659-09-037251,1322646,"Affinity Group Holding, Inc. (CIK 0001322646)",,EX-10.32,10-K,EX-10.32,https://www.sec.gov/Archives/edgar/data/1322646/000110465909037251/a09-1518_1ex10d32.htm,2009-06-08,2009-1322646-0001104659-09-037251-a09-1518_1ex10d32.htm
0000950123-09-060295,899749,HEALTHCARE REALTY TRUST INC (CIK 0000899749),,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/899749/000095012309060295/g20775exv10w4.htm,2009-11-09,2009-899749-0000950123-09-060295-g20775exv10w4.htm
0000950123-09-060295,899749,HEALTHCARE REALTY TRUST INC (CIK 0000899749),,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/899749/000095012309060295/g20775exv10w2.htm,2009-11-09,2009-899749-0000950123-09-060295-g20775exv10w2.htm
0001047469-09-001878,899051,"ALLSTATE CORP (ALL, ALL-PB, ALL-PH, ALL-PI, ALL-PJ) (CIK 0000899051)",ALL,EXHIBIT 10.23,10-K,EX-10.23,https://www.sec.gov/Archives/edgar/data/899051/000104746909001878/a2189233zex-10_23.htm,2009-02-26,2009-899051-0001047469-09-001878-a2189233zex-10_23.htm
0000950123-09-060295,899749,HEALTHCARE REALTY TRUST INC (CIK 0000899749),,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/899749/000095012309060295/g20775exv10w3.htm,2009-11-09,2009-899749-0000950123-09-060295-g20775exv10w3.htm
0001047469-09-001878,899051,"ALLSTATE CORP (ALL, ALL-PB, ALL-PH, ALL-PI, ALL-PJ) (CIK 0000899051)",ALL,EXHIBIT 10.22,10-K,EX-10.22,https://www.sec.gov/Archives/edgar/data/899051/000104746909001878/a2189233zex-10_22.htm,2009-02-26,2009-899051-0001047469-09-001878-a2189233zex-10_22.htm
0000950123-09-057694,1137048,ODYSSEY RE HOLDINGS CORP (CIK 0001137048),,EXHIBIT 10.36,10-Q,EX-10.36,https://www.sec.gov/Archives/edgar/data/1137048/000095012309057694/o57685exv10w36.htm,2009-11-04,2009-1137048-0000950123-09-057694-o57685exv10w36.htm
0000950123-09-027614,1069202,LENNOX INTERNATIONAL INC (LII) (CIK 0001069202),LII,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1069202/000095012309027614/c88362exv10w1.htm,2009-07-30,2009-1069202-0000950123-09-027614-c88362exv10w1.htm
0000950123-09-056222,916365,TRACTOR SUPPLY CO /DE/ (TSCO) (CIK 0000916365),TSCO,EXHIBIT 10.47,10-Q,EX-10.47,https://www.sec.gov/Archives/edgar/data/916365/000095012309056222/c91703exv10w47.htm,2009-11-02,2009-916365-0000950123-09-056222-c91703exv10w47.htm
0001362310-09-003870,1106935,IVANHOE ENERGY INC (CIK 0001106935),,EXHIBIT 10.24,10-K,EX-10.24,https://www.sec.gov/Archives/edgar/data/1106935/000136231009003870/c82646exv10w24.htm,2009-03-16,2009-1106935-0001362310-09-003870-c82646exv10w24.htm
0001193125-09-137851,1324272,"Ruths Hospitality Group, Inc. (CIK 0001324272)",RUTH,FIRST AMENDMENT TO THE FIRST AMENDED AND RESTATED CREDIT AGREEMENT,10-K/A,EX-10.28,https://www.sec.gov/Archives/edgar/data/1324272/000119312509137851/dex1028.htm,2009-06-25,2009-1324272-0001193125-09-137851-dex1028.htm
0001104659-09-048413,895648,GENERAL GROWTH PROPERTIES INC (CIK 0000895648),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/895648/000110465909048413/a09-14242_1ex10d1.htm,2009-08-10,2009-895648-0001104659-09-048413-a09-14242_1ex10d1.htm
0001169232-09-002401,96763,TECHNITROL INC (CIK 0000096763),,MATERIAL CONTRACTS,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/96763/000116923209002401/d76875_ex10-5.htm,2009-05-05,2009-96763-0001169232-09-002401-d76875_ex10-5.htm
0001104659-09-059996,1065865,JANUS CAPITAL GROUP INC (CIK 0001065865),,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1065865/000110465909059996/a09-31229_1ex10d2.htm,2009-10-22,2009-1065865-0001104659-09-059996-a09-31229_1ex10d2.htm
0001078782-09-000444,1309402,"GREEN PLAINS RENEWABLE ENERGY, INC. (GPRE) (CIK 0001309402)",GPRE,EX 10.43,10-K,EX-10,https://www.sec.gov/Archives/edgar/data/1309402/000107878209000444/gpre10k123108ex1043.htm,2009-03-30,2009-1309402-0001078782-09-000444-gpre10k123108ex1043.htm
0000950123-09-030426,1136893,"Fidelity National Information Services, Inc. (FIS) (CIK 0001136893)",FIS,EX-10.11,10-Q,EX-10.11,https://www.sec.gov/Archives/edgar/data/1136893/000095012309030426/g16913exv10w11.txt,2009-08-05,2009-1136893-0000950123-09-030426-g16913exv10w11.txt
0001104659-09-012215,874015,ISIS PHARMACEUTICALS INC (IONS) (CIK 0000874015),IONS,EX-10.41,10-K,EX-10.41,https://www.sec.gov/Archives/edgar/data/874015/000110465909012215/a09-1524_1ex10d41.htm,2009-02-26,2009-874015-0001104659-09-012215-a09-1524_1ex10d41.htm
0000950144-09-003805,1339553,"HealthSpring, Inc. (CIK 0001339553)",,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1339553/000095014409003805/g18781exv10w1.htm,2009-05-01,2009-1339553-0000950144-09-003805-g18781exv10w1.htm
0001104659-09-059596,1358651,"Neiman Marcus, Inc. (CIK 0001358651)",,EX-10.8,10-K,EX-10.8,https://www.sec.gov/Archives/edgar/data/1358651/000110465909059596/a09-26102_1ex10d8.htm,2009-10-20,2009-1358651-0001104659-09-059596-a09-26102_1ex10d8.htm
0001144204-09-041575,1071341,SANDERS MORRIS HARRIS GROUP INC (CIK 0001071341),,,10-Q,EX-10.08,https://www.sec.gov/Archives/edgar/data/1071341/000114420409041575/v156817_ex10-08.htm,2009-08-10,2009-1071341-0001144204-09-041575-v156817_ex10-08.htm
0001104659-09-048671,1075415,"SENIOR HOUSING PROPERTIES TRUST (DHC, DHCNI, DHCNL) (CIK 0001075415)",DHC,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1075415/000110465909048671/a09-18462_1ex10d4.htm,2009-08-10,2009-1075415-0001104659-09-048671-a09-18462_1ex10d4.htm
0001193125-09-120432,883980,FIRST DATA CORP (CIK 0000883980),,"CREDIT AGREEMENT, DATED AS OF SEPTEMBER 24, 2007",10-K/A,EX-10.1,https://www.sec.gov/Archives/edgar/data/883980/000119312509120432/dex101.htm,2009-05-28,2009-883980-0001193125-09-120432-dex101.htm
0001193125-09-053542,1018522,COX RADIO INC (CIK 0001018522),,COX EXECUTIVE SUPPLEMENTAL PLAN,10-K,EX-10.13,https://www.sec.gov/Archives/edgar/data/1018522/000119312509053542/dex1013.htm,2009-03-13,2009-1018522-0001193125-09-053542-dex1013.htm
0000950123-09-069860,1092796,SMITH & WESSON HOLDING CORP (SWBI) (CIK 0001092796),SWBI,EX-10.57,10-Q,EX-10.57,https://www.sec.gov/Archives/edgar/data/1092796/000095012309069860/p16483exv10w57.htm,2009-12-10,2009-1092796-0000950123-09-069860-p16483exv10w57.htm
0001193125-09-174289,13239,"HEXION SPECIALTY CHEMICALS, INC. (CIK 0000013239)",,SECOND AMENDED AND RESTATED CREDIT AGREEMENT WITH EXHIBITS AND SCHEDULES,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/13239/000119312509174289/dex101.htm,2009-08-13,2009-13239-0001193125-09-174289-dex101.htm
0001284084-09-000028,717954,UNIFIRST CORP (UNF) (CIK 0000717954),UNF,"NOTE PURCHASE AGREEMENT, DATED AS OF JUNE 1, 2004",10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/717954/000128408409000028/ex_10-5.htm,2009-04-09,2009-717954-0001284084-09-000028-ex_10-5.htm
0001193125-09-171725,1355001,REALOGY CORP (CIK 0001355001),,"CREDIT AGREEMENT DATED AS OF APRIL 10, 2007",10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1355001/000119312509171725/dex102.htm,2009-08-11,2009-1355001-0001193125-09-171725-dex102.htm
0000930413-09-001747,1358164,SYNCORA HOLDINGS LTD (CIK 0001358164),,,10-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/1358164/000093041309001747/c57029_ex10-3.htm,2009-03-31,2009-1358164-0000930413-09-001747-c57029_ex10-3.htm
0000950123-09-031257,1137048,ODYSSEY RE HOLDINGS CORP (CIK 0001137048),,EX-10.32,10-Q,EX-10.32,https://www.sec.gov/Archives/edgar/data/1137048/000095012309031257/o56498exv10w32.htm,2009-08-06,2009-1137048-0000950123-09-031257-o56498exv10w32.htm
0001362310-09-003070,1258602,NELNET INC (NNI) (CIK 0001258602),NNI,EXHIBIT 10.71,10-K,EX-10.71,https://www.sec.gov/Archives/edgar/data/1258602/000136231009003070/c81830exv10w71.htm,2009-03-03,2009-1258602-0001362310-09-003070-c81830exv10w71.htm
0001188112-09-002508,935226,BENIHANA INC (CIK 0000935226),,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/935226/000118811209002508/ex10-1.htm,2009-11-24,2009-935226-0001188112-09-002508-ex10-1.htm
0000950123-09-030426,1136893,"Fidelity National Information Services, Inc. (FIS) (CIK 0001136893)",FIS,EX-10.12,10-Q,EX-10.12,https://www.sec.gov/Archives/edgar/data/1136893/000095012309030426/g16913exv10w12.htm,2009-08-05,2009-1136893-0000950123-09-030426-g16913exv10w12.htm
0000950152-09-005229,842162,LEAR CORP (LEA) (CIK 0000842162),LEA,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/842162/000095015209005229/k47854exv10w1.htm,2009-05-14,2009-842162-0000950152-09-005229-k47854exv10w1.htm
0001047469-09-001839,1172222,HAWAIIAN HOLDINGS INC (HA) (CIK 0001172222),HA,EX-10.45,10-K,EX-10.45,https://www.sec.gov/Archives/edgar/data/1172222/000104746909001839/a2190926zex-10_45.htm,2009-02-26,2009-1172222-0001047469-09-001839-a2190926zex-10_45.htm
0001047469-09-010255,1473597,"STR Holdings, Inc. (CIK 0001473597)",,EXHIBIT 10.12,10-Q,EX-10.12,https://www.sec.gov/Archives/edgar/data/1473597/000104746909010255/a2195413zex-10_12.htm,2009-11-17,2009-1473597-0001047469-09-010255-a2195413zex-10_12.htm
0001104659-09-033079,858558,READERS DIGEST ASSOCIATION INC (CIK 0000858558),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/858558/000110465909033079/a09-13479_1ex10d1.htm,2009-05-15,2009-858558-0001104659-09-033079-a09-13479_1ex10d1.htm
0000950144-09-003968,1136893,"Fidelity National Information Services, Inc. (FIS) (CIK 0001136893)",FIS,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1136893/000095014409003968/g18957exv10w1.htm,2009-05-06,2009-1136893-0000950144-09-003968-g18957exv10w1.htm
0001193125-09-105734,908937,SIRIUS XM RADIO INC. (SIRI) (CIK 0000908937),SIRI,EXHIBIT 10.26,10-Q,EX-10.26,https://www.sec.gov/Archives/edgar/data/908937/000119312509105734/dex1026.htm,2009-05-11,2009-908937-0001193125-09-105734-dex1026.htm
0001193125-09-021344,354190,GALLAGHER ARTHUR J & CO (AJG) (CIK 0000354190),AJG,SUPPLEMENTAL SAVINGS AND THRIFT PLAN,10-K,EX-10.15,https://www.sec.gov/Archives/edgar/data/354190/000119312509021344/dex1015.htm,2009-02-06,2009-354190-0001193125-09-021344-dex1015.htm
0001104659-09-063289,912752,SINCLAIR BROADCAST GROUP INC (CIK 0000912752),SBGI,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/912752/000110465909063289/a09-31001_1ex10d1.htm,2009-11-06,2009-912752-0001104659-09-063289-a09-31001_1ex10d1.htm
0001104659-09-049477,866121,ALLIANT TECHSYSTEMS INC (CIK 0000866121),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/866121/000110465909049477/a09-20516_1ex10d1.htm,2009-08-13,2009-866121-0001104659-09-049477-a09-20516_1ex10d1.htm
0001193125-09-048930,890926,RADIAN GROUP INC (RDN) (CIK 0000890926),RDN,"SAVING INCENTIVE PLAN AMENDED AND RESTATED EFFECTIVE JANUARY 1, 2008",10-K,EX-10.17,https://www.sec.gov/Archives/edgar/data/890926/000119312509048930/dex1017.htm,2009-03-10,2009-890926-0001193125-09-048930-dex1017.htm
0001362310-09-006305,906345,CAMDEN PROPERTY TRUST (CPT) (CIK 0000906345),CPT,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/906345/000136231009006305/c84556exv10w1.htm,2009-05-01,2009-906345-0001362310-09-006305-c84556exv10w1.htm
0001104659-09-047924,1289490,Extra Space Storage Inc. (EXR) (CIK 0001289490),EXR,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1289490/000110465909047924/a09-18921_1ex10d2.htm,2009-08-07,2009-1289490-0001104659-09-047924-a09-18921_1ex10d2.htm
0001062231-09-000029,1062231,AMERICAN AXLE & MANUFACTURING HOLDINGS INC (AXL) (CIK 0001062231),AXL,GM SECOND LIEN TERM LOAN,10-Q,EX-10.63,https://www.sec.gov/Archives/edgar/data/1062231/000106223109000029/exhibit10-63.htm,2009-10-30,2009-1062231-0001062231-09-000029-exhibit10-63.htm
0001104659-09-047924,1289490,Extra Space Storage Inc. (EXR) (CIK 0001289490),EXR,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1289490/000110465909047924/a09-18921_1ex10d1.htm,2009-08-07,2009-1289490-0001104659-09-047924-a09-18921_1ex10d1.htm
0001142417-09-000016,1142412,MISSION BROADCASTING INC (CIK 0001142412),,MISSION EXHIBIT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1142412/000114241709000016/missionexhibit.htm,2009-11-12,2009-1142412-0001142417-09-000016-missionexhibit.htm
0001193125-09-035421,1050446,MICROSTRATEGY INC (MSTR) (CIK 0001050446),MSTR,EXHIBIT 10.24,10-K,EX-10.24,https://www.sec.gov/Archives/edgar/data/1050446/000119312509035421/dex1024.htm,2009-02-24,2009-1050446-0001193125-09-035421-dex1024.htm
0001140361-09-018466,1105055,DYNEGY HOLDINGS INC (CIK 0001105055),,EXHIBIT 10.9,10-Q,EX-10.9,https://www.sec.gov/Archives/edgar/data/1105055/000114036109018466/ex10_9.htm,2009-08-10,2009-1105055-0001140361-09-018466-ex10_9.htm
0001104659-09-049913,1176373,BEHRINGER HARVARD REIT I INC (CIK 0001176373),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1176373/000110465909049913/a09-18651_1ex10d1.htm,2009-08-14,2009-1176373-0001104659-09-049913-a09-18651_1ex10d1.htm
0000950123-09-057694,1137048,ODYSSEY RE HOLDINGS CORP (CIK 0001137048),,EXHIBIT 10.35,10-Q,EX-10.35,https://www.sec.gov/Archives/edgar/data/1137048/000095012309057694/o57685exv10w35.htm,2009-11-04,2009-1137048-0000950123-09-057694-o57685exv10w35.htm
0001047469-09-002877,927417,POLYMER GROUP INC (CIK 0000927417),,EXHIBIT 10.1,10-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/927417/000104746909002877/a2191604zex-10_1.htm,2009-03-19,2009-927417-0001047469-09-002877-a2191604zex-10_1.htm
0001047469-09-001890,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EXHIBIT 10.68,10-K,EX-10.68,https://www.sec.gov/Archives/edgar/data/1273813/000104746909001890/a2190898zex-10_68.htm,2009-02-26,2009-1273813-0001047469-09-001890-a2190898zex-10_68.htm
0001193125-09-065871,1411059,"KBS Real Estate Investment Trust II, Inc. (CIK 0001411059)",KBRS,LOAN AGREEMENT,10-K,EX-10.36,https://www.sec.gov/Archives/edgar/data/1411059/000119312509065871/dex1036.htm,2009-03-27,2009-1411059-0001193125-09-065871-dex1036.htm
0000905729-09-000189,877422,SPARTAN STORES INC (SPTN) (CIK 0000877422),SPTN,SPARTAN STORES EXHIBIT 10.2 TO FORM 10-K,10-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/877422/000090572909000189/sptnstex102_060809.htm,2009-06-08,2009-877422-0000905729-09-000189-sptnstex102_060809.htm
0000950123-09-062947,1029831,HILLMAN COMPANIES INC (CIK 0001029831),,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1029831/000095012309062947/c92434exv10w1.htm,2009-11-16,2009-1029831-0000950123-09-062947-c92434exv10w1.htm
0000950144-09-001736,1047699,KING PHARMACEUTICALS INC (CIK 0001047699),,EX-10.90,10-K,EX-10.90,https://www.sec.gov/Archives/edgar/data/1047699/000095014409001736/g17390exv10w90.htm,2009-03-02,2009-1047699-0000950144-09-001736-g17390exv10w90.htm
0001104659-09-031120,1091862,Chemtura CORP (CIK 0001091862),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1091862/000110465909031120/a09-11511_1ex10d1.htm,2009-05-08,2009-1091862-0001104659-09-031120-a09-11511_1ex10d1.htm
0001047469-09-010255,1473597,"STR Holdings, Inc. (CIK 0001473597)",,EXHIBIT 10.8,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/1473597/000104746909010255/a2195413zex-10_8.htm,2009-11-17,2009-1473597-0001047469-09-010255-a2195413zex-10_8.htm
0000950123-09-057587,1064863,AMERIGROUP CORP (CIK 0001064863),,EXHIBIT 10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1064863/000095012309057587/w76069exv10w4.htm,2009-11-04,2009-1064863-0000950123-09-057587-w76069exv10w4.htm
0000950123-09-001278,886982,"GOLDMAN SACHS GROUP INC (GS, GSCE, GS-PA, GS-PC, GS-PD) (CIK 0000886982)",GS,EX-10.1: AMENDED AND RESTATED STOCK INCENTIVE PLAN,10-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/886982/000095012309001278/y74032exv10w1.htm,2009-01-27,2009-886982-0000950123-09-001278-y74032exv10w1.htm
0000874691-09-000034,874691,"OSI RESTAURANT PARTNERS, LLC (CIK 0000874691)",,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/874691/000087469109000034/exhibit10-1.htm,2009-11-13,2009-874691-0000874691-09-000034-exhibit10-1.htm
0001362310-09-003898,1302343,"Education Realty Trust, Inc. (CIK 0001302343)",,EXHIBIT 10.35,10-K,EX-10.35,https://www.sec.gov/Archives/edgar/data/1302343/000136231009003898/c82344exv10w35.htm,2009-03-16,2009-1302343-0001362310-09-003898-c82344exv10w35.htm
0000950123-09-030360,1032033,"SLM CORP (SLM, SLMBP) (CIK 0001032033)",SLM,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1032033/000095012309030360/w75039exv10w3.htm,2009-08-05,2009-1032033-0000950123-09-030360-w75039exv10w3.htm
0001071739-09-000011,1071739,CENTENE CORP (CNC) (CIK 0001071739),CNC,CONTRACT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1071739/000107173909000011/exhibit101.htm,2009-04-28,2009-1071739-0001071739-09-000011-exhibit101.htm
0001071739-09-000018,1071739,CENTENE CORP (CNC) (CIK 0001071739),CNC,CONTRACT AMENDMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1071739/000107173909000018/exhibit101.htm,2009-10-27,2009-1071739-0001071739-09-000018-exhibit101.htm
0001201009-09-000014,893955,STUDENT LOAN CORP (CIK 0000893955),,EXHIBIT10.7 FOR FORM 10-K 123108,10-K,EX-10.7,https://www.sec.gov/Archives/edgar/data/893955/000120100909000014/exhibit10_7.htm,2009-03-02,2009-893955-0001201009-09-000014-exhibit10_7.htm
0001193125-09-166359,1421182,Verso Paper Corp. (CIK 0001421182),,CREDIT AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1421182/000119312509166359/dex101.htm,2009-08-06,2009-1421182-0001193125-09-166359-dex101.htm
0001193125-09-175601,1395864,Verso Paper Holdings LLC (CIK 0001395864),,CREDIT AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1395864/000119312509175601/dex101.htm,2009-08-14,2009-1395864-0001193125-09-175601-dex101.htm
0001193125-09-033175,853927,AMERICAN MEDIA OPERATIONS INC (CIK 0000853927),,"AMENDED AND RESTATED CREDIT AGREEMENT DATED AS OF DECEMBER 30, 2008",10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/853927/000119312509033175/dex101.htm,2009-02-19,2009-853927-0001193125-09-033175-dex101.htm
0001193125-09-175601,1395864,Verso Paper Holdings LLC (CIK 0001395864),,AMENDED AND RESTATED CREDIT AGREEMENT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1395864/000119312509175601/dex102.htm,2009-08-14,2009-1395864-0001193125-09-175601-dex102.htm
0001193125-09-166359,1421182,Verso Paper Corp. (CIK 0001421182),,AMENDED AND RESTATED CREDIT AGREEMENT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1421182/000119312509166359/dex102.htm,2009-08-06,2009-1421182-0001193125-09-166359-dex102.htm
0001104659-09-061096,1091862,Chemtura CORP (CIK 0001091862),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1091862/000110465909061096/a09-31160_1ex10d1.htm,2009-10-29,2009-1091862-0001104659-09-061096-a09-31160_1ex10d1.htm
0000950133-09-000546,1241199,CAPITALSOURCE INC (CIK 0001241199),,EX-10.18,10-K,EX-10.18,https://www.sec.gov/Archives/edgar/data/1241199/000095013309000546/w72555exv10w18.htm,2009-03-02,2009-1241199-0000950133-09-000546-w72555exv10w18.htm
0000950123-09-028410,1108109,COMMUNITY HEALTH SYSTEMS INC (CYH) (CIK 0001108109),CYH,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1108109/000095012309028410/g19736exv10w1.htm,2009-07-31,2009-1108109-0000950123-09-028410-g19736exv10w1.htm
0001001604-09-000013,1001604,EMERITUS CORP\WA\ (CIK 0001001604),,EX-10.42.3 3RD AMENDMNT TO MASTER LEASE WITH VENTAS,10-K,EX-10.42.3,https://www.sec.gov/Archives/edgar/data/1001604/000100160409000013/ex10423.htm,2009-03-16,2009-1001604-0001001604-09-000013-ex10423.htm
0000950123-09-033095,1258602,NELNET INC (NNI) (CIK 0001258602),NNI,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1258602/000095012309033095/c89081exv10w2.htm,2009-08-10,2009-1258602-0000950123-09-033095-c89081exv10w2.htm
0001104659-09-021423,1018164,WILLIS LEASE FINANCE CORP (WLFC) (CIK 0001018164),WLFC,EX-10.18,10-K,EX-10.18,https://www.sec.gov/Archives/edgar/data/1018164/000110465909021423/a09-1420_1ex10d18.htm,2009-03-31,2009-1018164-0001104659-09-021423-a09-1420_1ex10d18.htm
